as,org_name,country,category,sub_category
393745,Wi-Tronix LLC,US,Computer and Information Technology,Software Development
393747,"Cu Cooperative Systems, Inc.",US,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
393748,LBMC,US,Community Groups and Nonprofits,Other
393749,Greenwood CPW,US,Utilities (Excluding Internet Service),Water Supply and Irrigation
393750,Truman State University,US,Education and Research,"Colleges, Universities, and Professional Schools"
393751,County of Berks,US,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
393752,DE-CIX North America Inc.,US,Community Groups and Nonprofits,
393753,The Brooklyn Hospital Center,US,Travel and Accommodation,
393754,Apogee Telecom Inc.,US,Service,Other
393755,CloudPBX,CA,Other,
393756,texanscu,US,Finance and Insurance,
393757,"Bass Pro, LLC.",US,"Retail Stores, Wholesale, and E-commerce Sites",
393758,Planet Labs Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
393759,"City of Austin, Texas",US,Computer and Information Technology,
393760,"DLT Solutions, LLC",US,"Retail Stores, Wholesale, and E-commerce Sites",
393761,West Haymarket Joint Public Agency,US,Finance and Insurance,Insurance Carriers and Agencies
393762,"Restaurant Supply Chain Solutions, LLC",US,"Retail Stores, Wholesale, and E-commerce Sites",Other
393763,"CyCore Systems, Inc",US,Computer and Information Technology,Internet Service Provider (ISP)
393764,Apogee Telecom Inc.,US,Computer and Information Technology,
393765,Faxton St Luke's Healthcare,US,Health Care Services,Hospitals and Medical Centers
393766,Penn Delco School District,US,Education and Research,"Colleges, Universities, and Professional Schools"
393767,Proto Labs,US,Manufacturing,Machinery
393768,SightLife,US,Community Groups and Nonprofits,Other
393769,Leander Independent School District,US,Education and Research,
393770,Bicom Systems,US,Computer and Information Technology,Internet Service Provider (ISP)
393771,DS Metis Holdings LLC,US,Service,"Law, Business, and Consulting Services"
393772,GalCo911,US,Service,"Social Assistance (Temporary Shelters, Emergency Relief, Child Day Care, etc)"
393773,Oracle Corporation,US,Computer and Information Technology,Internet Service Provider (ISP)
393774,Nicolet National Bank,US,Finance and Insurance,
393775,"IP Pathways, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
393776,Parsons Corporation,US,Education and Research,"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)"
393777,State of WA Secretary of State,US,Government and Public Administration,
393778,"Radial, Inc.",US,Service,
393779,"Thermal Solutions Manufacturing, Inc",US,"Retail Stores, Wholesale, and E-commerce Sites",
393780,Hyper Networks LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
393781,"Helm Group, Inc.",US,Construction and Real Estate,Real Estate (Residential and/or Commercial)
393782,EJ Group Incorporated,US,Manufacturing,
393783,"Seibels Technology Solutions, Inc.",US,Finance and Insurance,Insurance Carriers and Agencies
393784,Experian,US,Computer and Information Technology,Computer and Network Security
393785,VI Technical Services,VI,,
393786,The Doctors Clinic,US,Health Care Services,
393787,Citizens Energy Group,US,Utilities (Excluding Internet Service),Natural Gas Distribution
393788,Luxco Inc.,US,"Retail Stores, Wholesale, and E-commerce Sites","Food, Grocery, Beverages"
393789,"CenturyLink Communications, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
393790,Touro Infirmary Hospital,US,"Retail Stores, Wholesale, and E-commerce Sites",
393791,BIDS Trading L.P.,US,Finance and Insurance,
393792,"2600hz, Inc",US,Computer and Information Technology,Internet Service Provider (ISP)
393793,C-III Capital Partners LLC,US,Construction and Real Estate,
393794,"Bradley Arant Boult Cummings, LLP",US,Service,"Law, Business, and Consulting Services"
393795,"PTC Therapeutics, Inc",US,Manufacturing,
393796,Golden Belt Telephone,US,Computer and Information Technology,Internet Service Provider (ISP)
393797,Trac Intermodal,US,Travel and Accommodation,
393798,Cooperative Personnel Services,US,Service,"Law, Business, and Consulting Services"
393799,City of Odessa,US,Utilities (Excluding Internet Service),Water Supply and Irrigation
393800,The Andrew W. Mellon Foundation,US,Community Groups and Nonprofits,
393801,American Heritage Federal Credit Union,US,Community Groups and Nonprofits,
393802,Carahsoft Technology Corp.,US,Computer and Information Technology,Internet Service Provider (ISP)
393803,"Dealertrack, Inc.",US,Finance and Insurance,
393804,Midland Paper Company,US,"Retail Stores, Wholesale, and E-commerce Sites",
393805,"The Salvation Army, a Georgia Corporation",US,Community Groups and Nonprofits,Churches and Religious Organizations
393806,JOHNSON COUNTY KANSAS,US,Community Groups and Nonprofits,
393809,"Wisper ISP, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
393810,City of Red Deer,CA,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
393811,Visual Data Media Services,US,"Media, Publishing, and Broadcasting",
393812,MDLand International,US,Health Care Services,
393813,Quantum Health Inc,US,Manufacturing,Other
393814,Vexus Fiber,US,Computer and Information Technology,Hosting and Cloud Provider
393815,MemorialCare Health System,US,"Retail Stores, Wholesale, and E-commerce Sites",
393816,Rocky Mountain ATV INC.,US,"Retail Stores, Wholesale, and E-commerce Sites",Other
393817,Lake Michigan College,US,Education and Research,"Colleges, Universities, and Professional Schools"
393818,Tucows.com Co.,CA,Computer and Information Technology,Internet Service Provider (ISP)
393819,Lackawanna County Government,US,Government and Public Administration,"Law Enforcement, Public Safety, and Justice"
393820,22nd District Agricultural Association,US,Service,"Social Assistance (Temporary Shelters, Emergency Relief, Child Day Care, etc)"
393821,Lismore Cooperative Telephone Company,US,Computer and Information Technology,Internet Service Provider (ISP)
393822,Port of San Diego,US,"Freight, Shipment, and Postal Services",Other
393823,ARAMARK,US,Service,
393824,Apogee Telecom Inc.,US,Computer and Information Technology,Software Development
393825,Bozzuto's Incorporated,US,"Retail Stores, Wholesale, and E-commerce Sites",
393826,IMAGINE SOFTWARE INC,US,Finance and Insurance,
393827,BJS WHOLESALE CLUB,US,"Retail Stores, Wholesale, and E-commerce Sites",
393828,"Electronic Arts, Inc.",US,"Media, Publishing, and Broadcasting",
393829,Western Communications Inc.,US,"Media, Publishing, and Broadcasting",
393830,Maine Municipal Association,US,Community Groups and Nonprofits,Other
393831,Kappa Computer Systems LLC,US,"Retail Stores, Wholesale, and E-commerce Sites",
393832,First Midwest Bank,US,Finance and Insurance,
393833,Outback Internet,US,Other,
393834,"Clyde Companies, INC.",US,"Retail Stores, Wholesale, and E-commerce Sites",Other
393835,Customer Contact Services,US,Computer and Information Technology,Internet Service Provider (ISP)
393836,"Grant Street Group, INC.",US,Computer and Information Technology,Internet Service Provider (ISP)
393837,VERONA NETWORKS LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
393838,"Liberty Pumps, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",Other
393839,Zipwhip Inc.,US,Computer and Information Technology,Other
393840,Chapman Automotive Group,US,"Retail Stores, Wholesale, and E-commerce Sites",Other
393841,"Epic Hosting, LLC",US,Computer and Information Technology,Hosting and Cloud Provider
393842,"Constant Contact, Inc",US,"Media, Publishing, and Broadcasting",
393843,WPLG-TV,US,"Media, Publishing, and Broadcasting",Radio and Television Providers
393844,"Pine Telephone Company, INC.",US,Computer and Information Technology,Internet Service Provider (ISP)
393845,"Carbon60 Networks, Inc",CA,Computer and Information Technology,Internet Service Provider (ISP)
393846,Unggoy Broadband LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
393847,Association of American Medical Colleges,US,Health Care Services,
393848,"IKEA North America Services, LLC",US,"Retail Stores, Wholesale, and E-commerce Sites",
393849,"Palos Garza Forwarding, LLC",US,"Freight, Shipment, and Postal Services",Other
393850,IBM,US,Manufacturing,Electronics and Computer Components
393851,Taylor Corporation,US,"Media, Publishing, and Broadcasting",
393852,"Hollywood Park Management Co, LLC",US,"Museums, Libraries, and Entertainment",Other
393853,Intelligent Computing Solutions,US,Computer and Information Technology,Internet Service Provider (ISP)
393854,Rootmetrics,US,Computer and Information Technology,Internet Service Provider (ISP)
393855,Ultranet,US,Computer and Information Technology,Internet Service Provider (ISP)
393856,City of Westfield (Gas & Electric Light Department),US,Computer and Information Technology,Internet Service Provider (ISP)
393857,Premier Satellite,US,"Retail Stores, Wholesale, and E-commerce Sites",
393858,"PRECISION TECHNOLOGY, INC.",US,Computer and Information Technology,Internet Service Provider (ISP)
393859,"Mission Valley Communications, LLC.",US,Computer and Information Technology,
393860,AVI SYSTEMS INC,US,Computer and Information Technology,Internet Service Provider (ISP)
393861,Inova Health System Foundation,US,Health Care Services,
393862,Children's Hospital & Medical Center,US,Community Groups and Nonprofits,
393863,DMA,US,Finance and Insurance,
393864,Prestige Broadband LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
393865,Situs Group LLC,US,Construction and Real Estate,Real Estate (Residential and/or Commercial)
393867,WeStreet Federal Credit Union,US,Finance and Insurance,
393868,VPH,US,"Retail Stores, Wholesale, and E-commerce Sites",
393869,COLORADO MOUNTAIN COLLEGE,US,Education and Research,"Colleges, Universities, and Professional Schools"
393870,Ascend,US,Computer and Information Technology,Internet Service Provider (ISP)
393871,"Havas Health, Inc.",US,Service,"Law, Business, and Consulting Services"
393872,Motlow State Community College,US,Education and Research,"Colleges, Universities, and Professional Schools"
393873,American Central Transport Inc.,US,"Freight, Shipment, and Postal Services",Trucking
393874,Dropbox Inc,US,Computer and Information Technology,Hosting and Cloud Provider
393875,"University of Mount Olive, Inc.",US,Education and Research,"Colleges, Universities, and Professional Schools"
393876,Phoenix-Mesa Gateway Airport Authority,US,"Freight, Shipment, and Postal Services",Other
393877,Baycrest,CA,Health Care Services,
393878,"Epic Hosting, LLC",US,Health Care Services,
393879,Objectif Lune Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
393880,Hawaiian Airlines,US,Travel and Accommodation,Other
393881,Capistrano Unified School District,US,Education and Research,"Colleges, Universities, and Professional Schools"
393882,TISDCS,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
393883,OLATHE PUBLIC SCHOOLS USD 233,US,"Retail Stores, Wholesale, and E-commerce Sites","Food, Grocery, Beverages"
393884,Zenlayer Inc,US,Computer and Information Technology,Internet Service Provider (ISP)
393885,"Haviland Telephone Company, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
393886,"Leaseweb USA, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
393887,"Biamp Systems, LLC",US,Manufacturing,Electronics and Computer Components
393888,"SQUARETRADE, INC.",US,Computer and Information Technology,Phone Provider
393889,EightJoy Network LLC,US,Manufacturing,Chemical and Pharmaceutical Manufacturing
393890,BTEK SOFTWARE,US,Computer and Information Technology,Internet Service Provider (ISP)
393891,Nutrien,CA,Manufacturing,
393892,Mid Century Communications,US,Computer and Information Technology,Internet Service Provider (ISP)
393893,"Glass Lewis & Co., LLC",US,Finance and Insurance,
393894,MSR PRIVATE CABLE TV,MF,Computer and Information Technology,Hosting and Cloud Provider
393895,"LOANDEPOT.COM, LLC",US,Construction and Real Estate,Real Estate (Residential and/or Commercial)
393896,"The Harrison Memorrial Hospital, Inc.",US,Health Care Services,Hospitals and Medical Centers
393897,"The Gordian Group, Inc.",US,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
393898,AlwaysON Internet,US,Computer and Information Technology,Internet Service Provider (ISP)
393899,RESORTS WORLD LAS VEGAS LLC,US,Travel and Accommodation,"Hotels, Motels, Inns, Other Traveler Accommodation"
393900,"In-Q-Tel, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
393901,"Tyler Technologies, Inc.",US,Computer and Information Technology,
393903,"Wal-Mart Stores, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
393904,Century Gaming Technologies,US,Travel and Accommodation,Other
393905,Host Havoc,CA,Computer and Information Technology,Internet Service Provider (ISP)
393906,TSI,US,Finance and Insurance,
393907,Cape Breton University,CA,Education and Research,"Colleges, Universities, and Professional Schools"
393908,"VISIBLE SUPPLY CHAIN MANAGEMENT, LLC",US,"Freight, Shipment, and Postal Services",Other
393909,JDC Data LLC,US,Construction and Real Estate,Buildings (Residential or Commercial)
393910,Arnold & Porter Kaye Scholer LLP,US,Service,"Law, Business, and Consulting Services"
393911,"Savecom Telecom, Inc",US,Computer and Information Technology,Internet Service Provider (ISP)
393912,Bemis,US,Manufacturing,Other
393913,The RealReal Inc.,US,"Retail Stores, Wholesale, and E-commerce Sites",
393914,Invitae Corp,US,"Retail Stores, Wholesale, and E-commerce Sites",
393915,Grand America,US,Travel and Accommodation,Other
393916,"Air Link Rural Broadband, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
393917,Cache Valley Electric Company,US,Construction and Real Estate,Real Estate (Residential and/or Commercial)
393918,Barnstable County,US,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
393919,BIDS Trading L.P.,US,Finance and Insurance,
393920,Meredith Corp.,US,"Media, Publishing, and Broadcasting",
393921,VASCOR Limited,US,Service,"Law, Business, and Consulting Services"
393922,Smurfit Kappa the Americas,US,Manufacturing,Other
393923,Hawaii Information Service,US,Construction and Real Estate,Real Estate (Residential and/or Commercial)
393924,RigNet Inc,US,Computer and Information Technology,Internet Service Provider (ISP)
393925,"Samuel A. Ramirez & Company, Inc",US,Finance and Insurance,
393926,LAKE ZURICH CUSD 95,US,Education and Research,
393927,VOI NET INC.,CA,Computer and Information Technology,Internet Service Provider (ISP)
393928,Hilliard City School District,US,Education and Research,
393929,Simpatico Systems,US,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
393930,Garvoo Inc,US,Service,"Law, Business, and Consulting Services"
393931,"HealthStream, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
393932,Groupe Promutuel,CA,Finance and Insurance,Insurance Carriers and Agencies
393933,The Princeton Review,US,Education and Research,"Other Schools, Instruction, and Exam Preparation"
393935,Sierra Central Credit Union,US,Finance and Insurance,
393936,Metropolitan Tulsa Electronic Network,US,"Retail Stores, Wholesale, and E-commerce Sites",
393937,"Medical Card System, Inc.",PR,Community Groups and Nonprofits,Other
393938,"SPACE SYSTEMS/LORAL, INC.",US,Manufacturing,Electronics and Computer Components
393939,RUFFALO NOEL LEVITZ LLC,US,Service,"Law, Business, and Consulting Services"
393940,Ultradent Products Inc,US,Manufacturing,Other
393941,"Flying Man Studio, LLC.",US,Computer and Information Technology,Internet Service Provider (ISP)
393942,WiredISP Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
393943,"Sumter Electric Cooperative, Inc.",US,Utilities (Excluding Internet Service),"Electric Power Generation, Transmission, Distribution"
393944,Inmarsat Solutions US Inc,US,Computer and Information Technology,Internet Service Provider (ISP)
393945,"enfoPoint, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
393946,Renesas Electronics America Inc.,US,Computer and Information Technology,Phone Provider
393947,Lendlease,US,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
393948,Girl Scouts of the United States of America,US,Community Groups and Nonprofits,
393949,Bastetrix LLC,US,Computer and Information Technology,Software Development
393950,FiberIndy,US,Computer and Information Technology,Internet Service Provider (ISP)
393951,Hortons TV & Electronics Inc,US,"Retail Stores, Wholesale, and E-commerce Sites",
393952,Service Alberta,CA,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
393953,Mercantile Bank of Michigan,US,Computer and Information Technology,Software Development
393954,CFN Services Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
393955,Wireless Partners LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
393956,City of Richmond,CA,Travel and Accommodation,Other
393957,"North American Color, Inc.",US,Manufacturing,Other
393959,"AdvancedBITS, Inc",US,Computer and Information Technology,Internet Service Provider (ISP)
393960,Host4Geeks LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
393961,Farm Bureau Bank,US,Finance and Insurance,
393962,"Baillie Lumber Co., L.P.",US,"Retail Stores, Wholesale, and E-commerce Sites",Other
393963,COM-LINK INC,US,Computer and Information Technology,Internet Service Provider (ISP)
393964,"High Mountain Farm, LLC",US,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",
393965,"EndLayer, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
393966,Capilano University,CA,Education and Research,"Colleges, Universities, and Professional Schools"
393967,Lynden Incorporated,US,"Freight, Shipment, and Postal Services",Trucking
393968,GoldKey Corporation,US,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
393969,"Kaleidescape, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
393970,Eco Material Technologies Inc.,US,Construction and Real Estate,
393971,"Martin Luther King Jr., Healthcare Corporation",US,"Retail Stores, Wholesale, and E-commerce Sites",
393972,Coles Moultrie Electric Cooperative,US,Utilities (Excluding Internet Service),"Electric Power Generation, Transmission, Distribution"
393974,"Goodwill of Western and Northern Connecticut, Inc",US,Service,"Social Assistance (Temporary Shelters, Emergency Relief, Child Day Care, etc)"
393975,"Black Knight IP Holding Company, LLC",US,Computer and Information Technology,Software Development
393976,"Fujitsu North America, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
393977,Great Southern Bank,US,"Retail Stores, Wholesale, and E-commerce Sites",
393978,"Trading Technologies Intl, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
393979,Operating Engineers Local #3,US,Computer and Information Technology,Software Development
393982,WideOrbit LLC,US,Service,"Law, Business, and Consulting Services"
393983,Wolverine Worldwide,US,"Retail Stores, Wholesale, and E-commerce Sites",
393984,"Canopy Partners, LLC",US,Manufacturing,Other
393985,"Freedom Financial Network, LLC.",US,Finance and Insurance,
393986,Johnson City Power Board,US,Utilities (Excluding Internet Service),"Electric Power Generation, Transmission, Distribution"
393987,Brandon University,CA,Education and Research,"Colleges, Universities, and Professional Schools"
393988,Pittsburgh International Airport,US,Travel and Accommodation,Other
393989,3nom,US,Computer and Information Technology,Internet Service Provider (ISP)
393990,Clearcable Networks,CA,Other,
393991,ONE NEVADA CREDIT UNION,US,Finance and Insurance,
393992,Town of Brookhaven,US,Community Groups and Nonprofits,
393993,City of Daytona Beach,US,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
393994,Brantford Hydro,CA,"Retail Stores, Wholesale, and E-commerce Sites",
393995,Police and Fire Federal Credit Union,US,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
393996,Govital Internet Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
393997,"Red Coats, Inc",US,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
393998,Elk Grove Village Police Department,US,Government and Public Administration,"Law Enforcement, Public Safety, and Justice"
393999,AlpineWEB,US,"Media, Publishing, and Broadcasting",
394000,"zulily, inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
394001,Round Rock Independent School District,US,Education and Research,"Colleges, Universities, and Professional Schools"
394002,"Wonderlink Communications, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
394003,University of Massachusetts Dartmouth,US,Education and Research,"Colleges, Universities, and Professional Schools"
394004,Hurley Medical Center,US,Community Groups and Nonprofits,
394005,Selling Simplified Inc.,US,"Media, Publishing, and Broadcasting",
394006,Vincent Communications & Controls Ltd.,CA,Computer and Information Technology,Internet Service Provider (ISP)
394007,General Electric Company,US,Finance and Insurance,
394008,"Wex Health, Inc.",US,Health Care Services,
394009,A10 Networks Inc.,US,Computer and Information Technology,Computer and Network Security
394010,Ping An,US,Computer and Information Technology,Internet Service Provider (ISP)
394011,"Neora, LLC",US,Manufacturing,Chemical and Pharmaceutical Manufacturing
394012,Westgate Resorts Ltd,US,Travel and Accommodation,Other
394013,"Bel Air Internet, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
394014,Solutionstar Settlement Service LLC,US,Construction and Real Estate,
394015,Mikmaw Kinamatnewey,CA,Education and Research,Elementary and Secondary Schools
394016,"Cascade Networking, LLC",US,Computer and Information Technology,
394017,"Infirmary Health System, Inc.",US,Community Groups and Nonprofits,
394018,ARIN Operations,US,Community Groups and Nonprofits,
394019,FiberSpark Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
394020,Lexington-Fayette Urban County Government,US,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
394021,Infinhex LLC,US,Computer and Information Technology,
394022,Lyon County School District,US,Education and Research,"Colleges, Universities, and Professional Schools"
394023,Olds College,CA,Education and Research,"Colleges, Universities, and Professional Schools"
394024,American Speech-Language-Hearing Association,US,Community Groups and Nonprofits,
394025,At Home Stores LLC,US,"Retail Stores, Wholesale, and E-commerce Sites",Other
394026,Village of Schaumburg,US,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
394027,Synopsys Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
394028,"DLVR, Inc.",US,"Media, Publishing, and Broadcasting",Online Informational Content
394029,Lubbock Emergency Communication District,US,Community Groups and Nonprofits,"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
394030,SoleBit Inc.,CA,Other,
394031,South Suburban College of Cook County,US,Education and Research,"Colleges, Universities, and Professional Schools"
394032,Capital Data Inc,US,Manufacturing,Electronics and Computer Components
394033,Squire Patton Boggs,US,Service,"Law, Business, and Consulting Services"
394034,Brooklyn Fiber,US,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",
394035,Pac-12 Conferences,US,Service,"Law, Business, and Consulting Services"
394036,Truity Federal Credit Union,US,Finance and Insurance,
394037,RIO CITIES,US,Other,
394038,GENUINE PARTS COMPANY,US,"Retail Stores, Wholesale, and E-commerce Sites",Other
394039,Memorial Hospital,US,Community Groups and Nonprofits,
394040,"Wells Enterprises, Inc.",US,Manufacturing,
394041,HEARTFLOW INC,US,Manufacturing,Machinery
394042,"Dynamark Monitoring, Inc.",US,Service,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
394043,DECOLAR.COM INC,US,Computer and Information Technology,Internet Service Provider (ISP)
394044,Territorial Savings Bank,US,Finance and Insurance,
394045,Tracelink,US,Computer and Information Technology,Software Development
394046,JELD WEN,US,Community Groups and Nonprofits,
394047,Arcos LLC,US,Computer and Information Technology,Software Development
394048,"Global Satellite Engineering, Inc",US,Manufacturing,Machinery
394049,University of Wisconsin Hospital and Clinics,US,"Retail Stores, Wholesale, and E-commerce Sites",
394050,APTA,US,Health Care Services,
394051,MS Society of Canada,CA,Community Groups and Nonprofits,
394052,W.N. Tuscano Agency,US,Construction and Real Estate,
394053,National Association of Insurance Commissioners,US,Community Groups and Nonprofits,Other
394054,"CBWE Hosting, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
394055,"CBWE Communications, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
394056,BIF IV,US,Computer and Information Technology,
394057,Batavia Public School District 101,US,Education and Research,
394058,Telos Corporation,US,Computer and Information Technology,Computer and Network Security
394059,Consolidated Data Services,US,Computer and Information Technology,Software Development
394060,SEABOARD CORPORATION,US,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",
394061,Franklin County,US,Service,Other
394062,"College Foundation, Inc.",US,Education and Research,"Colleges, Universities, and Professional Schools"
394063,Amherst H. Wilder Foundation,US,Service,"Social Assistance (Temporary Shelters, Emergency Relief, Child Day Care, etc)"
394064,"Associated Electric Cooperative, Inc.",US,Utilities (Excluding Internet Service),
394065,essensys Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
394066,The Chugwater Telephone Company,US,Computer and Information Technology,Internet Service Provider (ISP)
394067,"OSLER, HOSKIN & HARCOURT LLP / OSLER, HOSKIN & HARCOURT S.E.N.C.R.L./S.R.L.",CA,Service,"Law, Business, and Consulting Services"
394068,"NAVEX Global, inc",US,Computer and Information Technology,Computer and Network Security
394069,"CUMBERLAND GROUP, LLC",US,"Retail Stores, Wholesale, and E-commerce Sites",
394070,"Internet Systems Consortium, Inc.",US,Computer and Information Technology,Software Development
394071,City of Corvallis,US,Government and Public Administration,"Government and Regulatory Agencies, Administrations, Departments, and Services"
394072,Abilene Independent School District,US,Education and Research,"Colleges, Universities, and Professional Schools"
394073,Bungie Inc.,US,"Media, Publishing, and Broadcasting",
394074,PogoZone,US,Computer and Information Technology,Internet Service Provider (ISP)
394075,Collectivei,US,Computer and Information Technology,Hosting and Cloud Provider
394077,"Lifebridge Health, Inc.",US,Community Groups and Nonprofits,
394078,"ClearPointe Technology, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
394079,East Grand Forks Water and Light,US,Travel and Accommodation,Other
394080,"Tenerum, LLC",US,Computer and Information Technology,Software Development
394081,Rionet Wireless Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
394082,"WePay, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",
394083,Ridgefield Public Schools,US,Education and Research,Elementary and Secondary Schools
394084,Centers of High Point,US,Service,"Social Assistance (Temporary Shelters, Emergency Relief, Child Day Care, etc)"
394085,"Think On, Inc.",CA,Computer and Information Technology,Internet Service Provider (ISP)
394086,Applied Weather Technology Inc.,US,Service,"Law, Business, and Consulting Services"
394087,Secure Internet LLC,US,Computer and Information Technology,
394088,Agriculture Research Service,US,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",
394090,Forrest County General Hospital,US,Health Care Services,
394091,"Diversified Health Services, Inc.",US,Health Care Services,
394092,BCT Consulting Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
394093,"Hallmark Sweet, INC",US,"Media, Publishing, and Broadcasting",
394094,Intellectica Systems Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
394096,"Cape Regional Medical Center, Inc.",US,Health Care Services,
394097,Canad Corporation of Manitoba Limited,CA,Travel and Accommodation,"Hotels, Motels, Inns, Other Traveler Accommodation"
394098,OFFSITEDATASYNC INC,US,Computer and Information Technology,Internet Service Provider (ISP)
394099,Decorah MetroNet,US,"Retail Stores, Wholesale, and E-commerce Sites",
394100,Anthem Broadband,US,Computer and Information Technology,Internet Service Provider (ISP)
394101,"ThousandEyes, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
394102,"NetFire, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
394103,"Pinnacle Associates, LTD",US,Service,"Law, Business, and Consulting Services"
394105,"AmTrust North America, Inc.",US,Finance and Insurance,Insurance Carriers and Agencies
394106,EASY LINK LLC,US,"Retail Stores, Wholesale, and E-commerce Sites",Other
394108,"Gypsum Management and Supply, Inc.",US,"Retail Stores, Wholesale, and E-commerce Sites",Other
394109,CFH CABLE INC,US,Computer and Information Technology,Internet Service Provider (ISP)
394110,Jaguar Land Rover Manhattan,US,"Retail Stores, Wholesale, and E-commerce Sites",Other
394111,"Foothills Rural Telephone Cooperative Corporation, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
394113,INCCRRA,US,Service,"Social Assistance (Temporary Shelters, Emergency Relief, Child Day Care, etc)"
394114,The JBG Companies,US,Construction and Real Estate,Real Estate (Residential and/or Commercial)
394115,Rehabilitation Institute of Chicago,US,Health Care Services,Hospitals and Medical Centers
394116,"chebeague.net, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
394117,"Encore Communications, Inc",US,Computer and Information Technology,Internet Service Provider (ISP)
394118,"Sigmund Software, LLC",US,Health Care Services,
394119,eXperimental Computing Facility Foundation,US,Health Care Services,
394120,"CenturyLink Communications, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
394121,Valley Children's Hospital,US,Community Groups and Nonprofits,Other
394122,Debevoise and Plimpton LLP,US,Service,"Law, Business, and Consulting Services"
394123,"The Asbury Group Integrated Technologies, LLC",US,Community Groups and Nonprofits,
394124,SHOE SHOW Inc.,US,"Retail Stores, Wholesale, and E-commerce Sites",
